keyphrase	tfidf	cuewords	localspan	cscore	dispersion	keyword
drawn your trees	0.0013877324614	0.0	0.0	1.58496250072	0.0000000000	False
preorder first visit	0.0013877324614	0.0	0.0	1.58496250072	0.0000000000	False
visit the childrens	0.0027754649228	0.0	0.0	1.58496250072	0.0000000000	False
nodes in postorder	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
case of binary	0.00112870885132	0.0	0.0	0.0	0.0000000000	False
first saying visit	0.0027754649228	0.0	0.0	3.16992500144	0.0000000000	False
right it depends	0.0	0.0	0.0	1.58496250072	0.0000000000	False
application so first	0.0013877324614	0.0	0.0	1.58496250072	0.0000000000	False
child so note	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
work this work	0.0013877324614	0.0	0.0	1.58496250072	0.0000000000	False
work by making	0.0013877324614	0.0	0.0	1.58496250072	0.0000000000	False
making the call	0.00112870885132	0.0	0.0	1.58496250072	0.0000000000	False
child the difference	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
difference between pre	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
order and post	0.006938662307	0.0	4.99690210657	0.0	0.4210526316	False
traversal on left	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
visit a node	0.0013877324614	0.0	0.0	1.58496250072	0.0000000000	False
out the contents	0.00225741770265	0.0	0.0	0.0	0.0000000000	False
right so lets	0.0	0.0	0.0	0.0	0.0000000000	False
thing get printed	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
root a right	0.0	0.0	0.0	1.58496250072	0.0000000000	False
order traversal left	0.0027754649228	0.0	0.0	0.0	0.0000000000	False
traversal left sub	0.0	0.0	0.0	0.0	0.0000000000	False
left sub tree	0.0270830114438	0.0	22.9745972739	63.3985000288	0.2234712996	True
tree and first	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
print the node	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
node first visit	0.0027754649228	0.0	0.0	1.58496250072	0.0000000000	False
node visit corresponds	0.0013877324614	0.0	0.0	1.58496250072	0.0000000000	False
printing the content	0.0111018596912	0.0	8.99504337051	12.6797000058	0.3636363636	False
sub tree left	0.0	0.0	0.0	0.0	0.0000000000	False
tree left sub	0.0	0.0	0.0	0.0	0.0000000000	False
node here means	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
means printing contents	0.0013877324614	0.0	0.0	1.58496250072	0.0000000000	False
tree is null	0.0013877324614	0.0	0.0	1.58496250072	0.0000000000	False
right sub tree	0.0	0.0	18.9770755886	57.058650026	0.2908376320	True
tree because first	0.0013877324614	0.0	0.0	1.58496250072	0.0000000000	False
traversal of right	0.0	0.0	0.998141263941	1.58496250072	0.0000000000	False
tree which means	0.00225741770265	0.0	0.0	0.0	0.0000000000	False
entire sub tree	0.0013877324614	0.0	0.0	1.58496250072	0.0000000000	False
tree right sub	0.0	0.0	0.0	0.0	0.0000000000	False
tree any questions	0.0013877324614	0.0	0.0	1.58496250072	0.0000000000	False
right answer lets	0.0	0.0	0.0	1.58496250072	0.0000000000	False
print this node	0.0027754649228	0.0	0.0	3.16992500144	0.0000000000	False
right child null	0.0	0.0	0.0	1.58496250072	0.0000000000	False
ready to operate	0.0013877324614	0.0	0.0	1.58496250072	0.0000000000	False
operate the content	0.0013877324614	0.0	0.0	1.58496250072	0.0000000000	False
tree then post	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
print this content	0.0013877324614	0.0	0.0	1.58496250072	0.0000000000	False
content so post	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
means which print	0.0013877324614	0.0	0.0	1.58496250072	0.0000000000	False
print the root	0.0013877324614	0.0	0.0	1.58496250072	0.0000000000	False
works okay good	0.0013877324614	0.0	0.0	1.58496250072	0.0000000000	False
evaluating arithmetic expression	0.0013877324614	0.0	0.0	1.58496250072	0.0000000000	False
evaluate this expression	0.00112870885132	0.0	0.0	1.58496250072	0.0000000000	False
expression this sub	0.0	0.0	0.0	0.0	0.0000000000	False
corresponds to sub	0.0	0.0	0.0	0.0	0.0000000000	False
right whatever values	0.0	0.0	0.0	0.0	0.0000000000	False
value the entire	0.0	0.0	0.0	0.0	0.0000000000	False
compute first value	0.0	0.0	0.0	1.58496250072	0.0000000000	False
compute the value	0.0	0.0	0.0	3.16992500144	0.0000000000	False
right a procedure	0.0	0.0	0.0	1.58496250072	0.0000000000	False
evaluate the expression	0.0027754649228	0.0	0.0	3.16992500144	0.0000000000	False
return the variable	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
value the leaf	0.0	0.0	0.0	0.0	0.0000000000	False
corresponds to numbers	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
evaluate the left	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
evaluate v dot	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
dot left child	0.00112870885132	0.0	0.0	1.58496250072	0.0000000000	False
child this arrow	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
value of right	0.0	0.0	0.0	0.0	0.0000000000	False
right and return	0.0	0.0	0.0	1.58496250072	0.0000000000	False
return that value	0.0	0.0	0.0	1.58496250072	0.0000000000	False
value of expression	0.0	0.0	0.0	1.58496250072	0.0000000000	False
hope you understand	0.0013877324614	0.0	0.0	1.58496250072	0.0000000000	False
essentially it corresponds	0.0013877324614	0.0	0.0	1.58496250072	0.0000000000	False
order traversal small	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
traversal small modification	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
small modification question	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
addressing that problem	0.0013877324614	0.0	0.0	1.58496250072	0.0000000000	False
problem of generating	0.0013877324614	0.0	0.0	1.58496250072	0.0000000000	False
generating this tree	0.0013877324614	0.0	0.0	1.58496250072	0.0000000000	False
incorporate the priority	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
evaluate the tree	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
tree expression correspond	0.0013877324614	0.0	0.0	1.58496250072	0.0000000000	False
inorder traversal pre	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
traversal pre order	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
traversal and post	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
kind of traversal	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
traversal so recall	0.0013877324614	0.0	0.0	1.58496250072	0.0000000000	False
recall that pre	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
traversal we visited	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
visit then node	0.0013877324614	0.0	0.0	1.58496250072	0.0000000000	False
tree so pseudo	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
code for inorder	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
traversal right child	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
threes binary trees	0.0013877324614	0.0	0.0	1.58496250072	0.0000000000	False
understood inorder traversal	0.0013877324614	0.0	0.0	1.58496250072	0.0000000000	False
first in order	0.0013877324614	0.0	0.0	1.58496250072	0.0000000000	False
first the left	0.0013877324614	0.0	0.0	1.58496250072	0.0000000000	False
sub tree inorder	0.0	0.0	0.0	0.0	0.0000000000	False
tree inorder traversal	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
entire inorder traversal	0.0013877324614	0.0	0.0	1.58496250072	0.0000000000	False
traversing a tree	0.0013877324614	0.0	0.0	1.58496250072	0.0000000000	False
rule right suppose	0.0013877324614	0.0	0.0	1.58496250072	0.0000000000	False
basically the drawn	0.0013877324614	0.0	0.0	1.58496250072	0.0000000000	False
drawn in blue	0.00112870885132	0.0	0.0	1.58496250072	0.0000000000	False
hit a leaf	0.0013877324614	0.0	0.0	1.58496250072	0.0000000000	False
traversal of binary	0.0041631973842	0.0	1.99814126394	0.0	0.0000000000	False
post that inorder	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
cases of eulers	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
basically getting visited	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
touching this node	0.0111018596912	0.0	12.9950433705	11.094737505	0.2222222222	False
times we touches	0.0013877324614	0.0	0.0	1.58496250072	0.0000000000	False
touches any node	0.0013877324614	0.0	0.0	1.58496250072	0.0000000000	False
qualify every internal	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
node of degree	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
set an arithmetic	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
print this arithmetic	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
out with parenthesis	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
draw the parenthesis	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
walk this thing	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
tree ill print	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
print an left	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
print the right	0.0	0.0	0.0	1.58496250072	0.0000000000	False
right this corresponds	0.0	0.0	0.0	0.0	0.0000000000	False
corresponds to taking	0.0013877324614	0.0	0.0	1.58496250072	0.0000000000	False
taking this path	0.0013877324614	0.0	0.0	1.58496250072	0.0000000000	False
node was visited	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
right essentially print	0.0	0.0	0.0	1.58496250072	0.0000000000	False
first ill touch	0.0013877324614	0.0	0.0	1.58496250072	0.0000000000	False
node from left	0.0013877324614	0.0	0.0	1.58496250072	0.0000000000	False
print first bracket	0.0013877324614	0.0	0.0	1.58496250072	0.0000000000	False
bracket then touch	0.0013877324614	0.0	0.0	1.58496250072	0.0000000000	False
left ill print	0.0013877324614	0.0	0.0	1.58496250072	0.0000000000	False
print other left	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
bracket i touch	0.0027754649228	0.0	0.0	0.0	0.0000000000	False
left i print	0.0013877324614	0.0	0.0	1.58496250072	0.0000000000	False
print another left	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
left another bracket	0.0013877324614	0.0	0.0	1.58496250072	0.0000000000	False
bracket to begin	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
node for leaf	0.0013877324614	0.0	0.0	1.58496250072	0.0000000000	False
print a star	0.0013877324614	0.0	0.0	1.58496250072	0.0000000000	False
print a left	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
out the arithmetic	0.0027754649228	0.0	0.0	0.0	0.0000000000	False
expression some kind	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
kind of euler	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
right a generic	0.0	0.0	0.0	0.0	0.0000000000	False
method for tree	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
order or post	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
post order inorder	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
order inorder traversal	0.006938662307	0.0	4.99690210657	6.33985000288	0.0000000000	False
traverse this node	0.0013877324614	0.0	0.0	1.58496250072	0.0000000000	False
method called external	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
method left external	0.0013877324614	0.0	0.0	1.58496250072	0.0000000000	False
method you invoke	0.0013877324614	0.0	0.0	1.58496250072	0.0000000000	False
node you touch	0.0013877324614	0.0	0.0	1.58496250072	0.0000000000	False
touch the node	0.0041631973842	0.0	5.99814126394	4.75488750216	0.0000000000	False
invoke this method	0.0041631973842	0.0	5.99814126394	4.75488750216	0.0000000000	False
continue with right	0.0	0.0	0.0	0.0	0.0000000000	False
create the traversal	0.0013877324614	0.0	0.0	1.58496250072	0.0000000000	False
traversal of choice	0.0013877324614	0.0	0.0	1.58496250072	0.0000000000	False
specialize this binary	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
binary tree traversal	0.0041631973842	0.0	1.99814126394	3.16992500144	0.0000000000	False
traversal the generic	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
generic tree traversal	0.0041631973842	0.0	5.99814126394	1.58496250072	0.0000000000	False
class which means	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
result in external	0.0013877324614	0.0	0.0	1.58496250072	0.0000000000	False
result external left	0.0013877324614	0.0	0.0	1.58496250072	0.0000000000	False
left below right	0.0	0.0	0.0	0.0	0.0000000000	False
left unspecified right	0.0	0.0	0.0	1.58496250072	0.0000000000	False
class you left	0.0013877324614	0.0	0.0	1.58496250072	0.0000000000	False
left you leave	0.0013877324614	0.0	0.0	1.58496250072	0.0000000000	False
leave certain methods	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
create a sub	0.0	0.0	0.0	0.0	0.0000000000	False
sub class sub	0.0	0.0	0.0	0.0	0.0000000000	False
class sub class	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
class which specifies	0.0013877324614	0.0	0.0	1.58496250072	0.0000000000	False
specifies these methods	0.0013877324614	0.0	0.0	3.16992500144	0.0000000000	False
specializes this generic	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
tree traversal procedure	0.0027754649228	0.0	0.0	0.0	0.0000000000	False
class for printing	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
printing out arithmetic	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
out arithmetic expressions	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
compute the space	0.0027754649228	0.0	0.0	1.58496250072	0.0000000000	False
left the left	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
left child compute	0.0013877324614	0.0	0.0	1.58496250072	0.0000000000	False
dot left result	0.0013877324614	0.0	0.0	1.58496250072	0.0000000000	False
result r dot	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
dot right result	0.0013877324614	0.0	0.0	1.58496250072	0.0000000000	False
compute the sum	0.0013877324614	0.0	0.0	1.58496250072	0.0000000000	False
printing arithmetic expression	0.0013877324614	0.0	0.0	1.58496250072	0.0000000000	False
out the element	0.00195437950526	0.0	0.0	0.0	0.0000000000	False
position just print	0.0013877324614	0.0	0.0	1.58496250072	0.0000000000	False
touch a node	0.0027754649228	0.0	0.0	3.16992500144	0.0000000000	False
out a left	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
out the left	0.0027754649228	0.0	0.0	1.58496250072	0.0000000000	False
out the right	0.0	0.0	0.0	1.58496250072	0.0000000000	False
specialized these methods	0.0027754649228	0.0	0.0	3.16992500144	0.0000000000	False
extending binary tree	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
invoke the traversal	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
class binary tree	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
right by specializing	0.0	0.0	0.0	0.0	0.0000000000	False
slightly different manner	0.00112870885132	0.0	0.0	1.58496250072	0.0000000000	False
continue our discussion	0.00086968524125	0.0	0.0	0.0	0.0000000000	False
discussion on pre	0.0013877324614	0.0	0.0	1.58496250072	0.0000000000	False
suppose i give	0.00112870885132	0.0	0.0	1.58496250072	0.0000000000	False
give you pre	0.0013877324614	0.0	0.0	1.58496250072	0.0000000000	False
pre pre order	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
pre order inorder	0.0027754649228	0.0	0.0	1.58496250072	0.0000000000	False
out the trees	0.0013877324614	0.0	0.0	1.58496250072	0.0000000000	False
necessarily the tree	0.0013877324614	0.0	0.0	1.58496250072	0.0000000000	False
put down node	0.0013877324614	0.0	0.0	1.58496250072	0.0000000000	False
right the green	0.0	0.0	0.0	1.58496250072	0.0000000000	False
tree and blue	0.0013877324614	0.0	0.0	1.58496250072	0.0000000000	False
traversal the first	0.0013877324614	0.0	0.0	1.58496250072	0.0000000000	False
first five elements	0.0013877324614	0.0	0.0	1.58496250072	0.0000000000	False
pre order pre	0.0027754649228	0.0	0.0	0.0	0.0000000000	False
order pre order	0.0055509298456	0.0	5.99752168525	4.75488750216	0.5161290323	False
manage to identify	0.0013877324614	0.0	0.0	1.58496250072	0.0000000000	False
order and inorder	0.0027754649228	0.0	0.0	0.0	0.0000000000	False
tree the rep	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
rep order inorder	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
traversal and inorder	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
nodes the right	0.0	0.0	0.0	0.0	0.0000000000	False
problem recursively reduce	0.0013877324614	0.0	0.0	1.58496250072	0.0000000000	False
piece of code	0.000786298263928	0.0	0.0	1.58496250072	0.0000000000	False
require some thought	0.0013877324614	0.0	0.0	1.58496250072	0.0000000000	False
compute the post	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
compute the tree	0.0041631973842	0.0	5.99814126394	4.75488750216	0.0000000000	False
traversal this tree	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
give the result	0.0013877324614	0.0	0.0	1.58496250072	0.0000000000	False
arbitrary c sequence	0.0013877324614	0.0	0.0	1.58496250072	0.0000000000	False
out an error	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
rep and inorder	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
tree right suppose	0.0013877324614	0.0	0.0	1.58496250072	0.0000000000	False
suppose i gave	0.0055509298456	0.0	3.99752168525	4.75488750216	0.4210526316	False
order in order	0.0013877324614	0.0	0.0	0.0	0.5517241379	False
recall what wee	0.0013877324614	0.0	0.0	1.58496250072	0.0000000000	False
order very first	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
order the last	0.0	0.0	0.0	0.0	0.0000000000	False
root so first	0.0013877324614	0.0	0.0	1.58496250072	0.0000000000	False
find the root	0.0013877324614	0.0	0.0	1.58496250072	0.0000000000	False
divides the thing	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
number of nodes	0.000610661631175	0.0	0.0	1.58496250072	0.0000000000	False
first the first	0.00112870885132	0.0	0.0	1.58496250072	0.0000000000	False
first five nodes	0.0013877324614	0.0	0.0	1.58496250072	0.0000000000	False
question given pre	0.0013877324614	0.0	0.0	1.58496250072	0.0000000000	False
pre and post	0.00971412722979	0.0	11.9956629492	1.58496250072	0.2297435897	False
determine the tree	0.0041631973842	0.0	3.99814126394	1.58496250072	0.0000000000	False
right three nodes	0.0	0.0	0.0	0.0	0.0000000000	False
nodes from tree	0.0013877324614	0.0	0.0	1.58496250072	0.0000000000	False
tree this pre	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
order traversal post	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
traversal post order	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
examples many trees	0.0013877324614	0.0	0.0	1.58496250072	0.0000000000	False
tree some nodes	0.0013877324614	0.0	0.0	1.58496250072	0.0000000000	False
node the tree	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
complete every internal	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
tree internal node	0.0013877324614	0.0	0.0	1.58496250072	0.0000000000	False
tree every internal	0.0027754649228	0.0	0.0	0.0	0.0000000000	False
node has binary	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
order to determine	0.00112870885132	0.0	0.0	0.0	0.0000000000	False
whats the first	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
draw the root	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
ahs two children	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
visits post order	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
right no right	0.0	0.0	0.0	0.0	0.0000000000	False
right one element	0.0	0.0	0.0	1.58496250072	0.0000000000	False
showing you showing	0.0013877324614	0.0	0.0	1.58496250072	0.0000000000	False
level in fact	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
right the code	0.0	0.0	0.0	0.0	0.0000000000	False
idea is assignment	0.0013877324614	0.0	0.0	1.58496250072	0.0000000000	False
tree order traversal	0.0013877324614	0.0	0.0	1.58496250072	0.0000000000	False
similarly for post	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
give the inorder	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
trees same inorder	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
tree some internal	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
right more questions	0.0	0.0	0.0	0.0	0.0000000000	False
tree binary trees	0.000977189752629	0.0	0.0	1.58496250072	0.0000000000	False
count the number	0.000977189752629	0.0	0.0	1.58496250072	0.0000000000	False
number of binary	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
lets say pre	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
power n minus	0.0041631973842	0.0	5.99814126394	4.75488750216	0.0000000000	False
minus one right	0.0	0.0	0.0	1.58496250072	0.0000000000	False
tree right wee	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
right child right	0.0	0.0	1.99814126394	4.75488750216	0.0000000000	False
absolute minimum right	0.0	0.0	0.0	1.58496250072	0.0000000000	False
lots and lots	0.00086968524125	0.0	0.0	1.58496250072	0.0000000000	False
lots of things	0.000977189752629	0.0	0.0	1.58496250072	0.0000000000	False
compute the close	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
close form expression	0.00112870885132	0.0	0.0	1.58496250072	0.0000000000	False
today s class	0.0	0.0	0.0	0.0	0.0000000000	False
ways of traversing	0.00112870885132	0.0	0.0	1.58496250072	0.0000000000	False
traversal for binary	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
notion of inorder	0.0027754649228	0.0	0.0	0.0	0.0000000000	False
traversal for general	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
right after visiting	0.0	0.0	0.0	1.58496250072	0.0000000000	False
visiting the first	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
notion of left	0.00112870885132	0.0	0.0	1.58496250072	0.0000000000	False
right so first	0.0	0.0	0.0	1.58496250072	0.0000000000	False
first you visit	0.0013877324614	0.0	0.0	1.58496250072	0.0000000000	False
visit the left	0.0013877324614	0.0	0.0	1.58496250072	0.0000000000	False
visit the right	0.0	0.0	0.0	1.58496250072	0.0000000000	False
pre order post	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
order post order	0.0013877324614	0.0	0.0	0.0	0.0000000000	False
last class	0.0	0.0	0.0	0.0	0.0000000000	False
binary tree	0.010584801607	0.0	17.9838909542	25.0	0.4000000000	True
complete binary	0.000579790160833	0.0	0.0	0.0	0.0000000000	False
tree walk	0.0027754649228	1.0	2.99814126394	2.0	0.0000000000	False
tree traversals	0.0083263947684	0.0	9.99442379182	8.0	0.2857142857	True
pre order	0.0629105382501	0.0	36.958488228	64.0	0.3095698765	False
order walk	0.0027754649228	0.0	2.99814126394	2.0	0.0000000000	False
post order	0.0629105382501	0.0	55.9572490706	66.0	0.1701579117	False
visit process	0.000925154974266	0.0	0.0	0.0	0.0000000000	False
preorder tree	0.000925154974266	0.0	0.0	0.0	0.0000000000	False
first section	0.000925154974266	0.0	0.0	0.0	0.0000000000	False
section lets	0.000925154974266	0.0	0.0	0.0	0.0000000000	False
abstract discuss	0.000925154974266	0.0	0.0	1.0	0.0000000000	False
reference section	0.000925154974266	0.0	0.0	1.0	0.0000000000	False
sub sections	0.0	0.0	5.99628252788	5.0	0.1943319838	False
sections section	0.00185030994853	0.0	0.0	0.0	0.0000000000	False
right suppose	0.0	0.0	1.99814126394	2.0	0.0000000000	False
paper end	0.000925154974266	0.0	0.0	0.0	0.0000000000	False
title read	0.000925154974266	0.0	0.0	0.0	0.0000000000	False
section sub	0.0	0.0	0.0	1.0	0.0000000000	False
first node	0.00195437950526	0.0	0.998141263941	3.0	0.0000000000	False
eleven twelve	0.00075247256755	0.0	0.0	0.0	0.0000000000	False
preorder traversal	0.00740123979413	1.0	3.99504337051	7.0	0.4444444444	True
pseudo code	0.00157259652786	0.0	1.99814126394	2.0	0.0000000000	False
order traversal	0.101767047169	0.0	74.926889715	113.0	0.2037469653	False
call preorder	0.000925154974266	0.0	0.0	0.0	0.0000000000	False
first visit	0.00925154974266	0.0	5.99380421314	9.0	0.4371584699	False
generic term	0.00075247256755	0.0	0.0	1.0	0.0000000000	False
title print	0.000925154974266	0.0	0.0	0.0	0.0000000000	False
heading print	0.000925154974266	0.0	0.0	0.0	0.0000000000	False
node corresponds	0.000925154974266	0.0	0.0	0.0	0.0000000000	False
children nodes	0.0030098902702	0.0	2.99752168525	3.0	0.4210526316	False
child nodes	0.00075247256755	0.0	0.0	1.0	0.0000000000	False
section subsection	0.000925154974266	0.0	0.0	1.0	0.0000000000	False
sub sub	0.0	0.0	0.0	0.0	0.0000000000	False
recursive traversal	0.000925154974266	0.0	0.0	1.0	0.0000000000	True
visit correspond	0.00185030994853	0.0	0.0	1.0	0.0000000000	False
means visit	0.000925154974266	0.0	0.0	0.0	0.0000000000	False
corresponds visit	0.000925154974266	0.0	0.0	0.0	0.0000000000	False
traversal recall	0.000925154974266	0.0	0.0	0.0	0.0000000000	False
directory structure	0.0027754649228	0.0	3.99814126394	3.0	0.0000000000	False
root directory	0.00075247256755	0.0	0.0	0.0	0.0000000000	False
directory courses	0.000925154974266	0.0	0.0	0.0	0.0000000000	False
sub directory	0.0	0.0	15.9950433705	7.0	0.2105263158	False
total space	0.0185030994853	0.0	35.9876084263	17.0	0.1520912548	False
space occupied	0.00925154974266	0.0	15.9938042131	0.0	0.2046035806	False
file system	0.00075247256755	0.0	0.0	0.0	0.0000000000	False
system lets	0.00075247256755	0.0	0.0	0.0	0.0000000000	False
entire directory	0.000925154974266	0.0	0.0	1.0	0.0000000000	False
spaces required	0.0101767047169	0.0	17.9931846344	7.0	0.2735042735	False
disk usage	0.0027754649228	0.0	3.99814126394	2.0	0.0000000000	False
usage command	0.00185030994853	0.0	0.0	1.0	0.0000000000	False
command unix	0.000925154974266	0.0	0.0	0.0	0.0000000000	False
recursive manner	0.00185030994853	0.0	0.0	2.0	0.0000000000	False
child hood	0.000925154974266	0.0	0.0	1.0	0.0000000000	False
ordered trees	0.00075247256755	0.0	0.0	2.0	0.0000000000	False
first child	0.00260583934034	0.0	3.99752168525	3.0	0.2560000000	False
fourth child	0.00075247256755	0.0	0.0	0.0	0.0000000000	False
leftmost child	0.000925154974266	0.0	0.0	0.0	0.0000000000	False
general trees	0.0055509298456	0.0	5.99628252788	5.0	0.2962962963	False
postorder visit	0.000925154974266	0.0	0.0	0.0	0.0000000000	False
nodes lets	0.0015049451351	0.0	2.99814126394	2.0	0.0000000000	False
specialized case	0.000880748339636	0.0	0.0	1.0	0.0000000000	False
generic computation	0.00075247256755	0.0	0.0	1.0	0.0000000000	False
left child	0.00943557916713	0.0	12.9888475836	17.0	0.3469879518	False
right child	0.0	0.0	13.9863692689	21.0	0.3104056437	False
recursive procedure	0.000651459835086	0.0	0.0	1.0	0.0000000000	False
calling order	0.000925154974266	0.0	0.0	1.0	0.0000000000	False
visit lets	0.000925154974266	0.0	0.0	1.0	0.0000000000	False
first thing	0.00100201481375	0.0	2.99752168525	3.0	0.5333333333	False
traversal left	0.00185030994853	0.0	0.0	0.0	0.0000000000	False
left sub	0.0	0.0	22.9745972739	36.0	0.2234712996	False
sub tree	0.0	0.0	41.9504337051	75.0	0.1646090535	False
first print	0.00075247256755	0.0	0.0	1.0	0.0000000000	False
node visit	0.00185030994853	0.0	0.0	1.0	0.0000000000	False
tree left	0.000651459835086	0.0	0.0	0.0	0.0000000000	False
root node	0.00104839768524	0.0	0.0	1.0	0.0000000000	False
printing contents	0.000925154974266	0.0	0.0	0.0	0.0000000000	False
right sub	0.0	0.0	18.9770755886	32.0	0.2908376320	False
entire sub	0.0	0.0	0.0	0.0	0.0000000000	False
right answer	0.0	0.0	0.0	0.0	0.0000000000	False
answer lets	0.000925154974266	0.0	0.0	0.0	0.0000000000	False
child null	0.000925154974266	0.0	0.0	0.0	0.0000000000	False
single node	0.00130291967017	0.0	0.0	2.0	0.0000000000	False
procedure works	0.000925154974266	0.0	0.0	1.0	0.0000000000	False
arithmetic expression	0.00846897785612	0.0	9.99194547708	12.0	0.3192632387	False
evaluate expressions	0.000925154974266	0.0	0.0	1.0	0.0000000000	False
sub expression	0.0	0.0	7.99752168525	3.0	0.2051282051	False
