keyphrase	dispersion	Frequency Occurance Ratio	cuewords	Contiguous Occurance Ratio	tfidf	Phrase Size	localspan	cscore	keyword
school	0.0000000000	0.0	0.0	0.0	0.000189468473104	0.0	0.0	0.0	False
collection	0.1887357699	0.0246913580247	0.0	0.0246913580247	0.00123266244573	1	0.0	0.0	False
objects	0.2375565611	0.407407407407	0.0	0.871870588531	0.00265941120797	1	0.0	0.0	False
suppose	0.4794520548	0.0	0.0	0.0	0.000201005598488	0.0	0.0	0.0	False
means	0.5483028721	0.0123456790123	0.0	0.0	1.82819256701e-05	1	0.0	0.0	False
remove	0.2131852383	0.0864197530864	0.0	0.138634810966	0.00292153973323	1	0.0	0.0	False
changing	0.4191616766	0.0	0.0	0.0	8.77015575e-05	0.0	0.0	0.0	False
insert	0.1955307263	0.197530864198	0.0	0.691358024691	0.00180322825518	1	0.0	0.0	False
includes	0.0000000000	0.0	0.0	0.0	9.26565603538e-05	0.0	0.0	0.0	False
updating	0.0000000000	0.0740740740741	0.0	0.0957393518786	0.000240423279944	1	0.0	0.0	False
constructing	0.0000000000	0.0617283950617	0.0	0.0859973368477	0.000202248214893	1	0.0	0.0	False
telling	0.3853853854	0.0	0.0	0.0	0.000309597268552	0.0	0.0	0.0	False
return	0.2517985612	0.20987654321	0.0	0.706475058982	0.00221771445749	1	0.0	0.0	False
value	0.4144241119	0.0987654320988	0.0	0.222222222222	0.000123038765702	1	0.0	0.0	False
boolean	0.0000000000	0.0987654320988	0.0	0.111111111111	0.000444677821996	1	0.0	0.0	False
true	0.3966005666	0.0617283950617	0.0	0.0859973368477	0.000591066878359	1	0.0	0.0	False
false	0.4191616766	0.0740740740741	0.0	0.191478703757	0.00072129130207	1	0.0	0.0	False
behave	0.0000000000	0.0	0.0	0.0	0.000444677821996	0.0	0.0	0.0	False
write	0.3398058252	0.0740740740741	0.0	0.191478703757	0.00012329236275	1	0.0	0.0	False
form	0.0000000000	0.0	0.0	0.0	4.385077875e-05	0.0	0.0	0.0	False
empty	0.2050781250	0.333333333333	0.0	0.704427778098	0.0044901327091	1	0.0	0.0	False
matter	0.0000000000	0.037037037037	0.0	0.0587023148415	7.38833597949e-05	1	0.0	0.0	False
asked	0.3271028037	0.0	0.0	0.0	0.000299342180607	0.0	0.0	0.0	False
previous	0.3684210526	0.0	0.0	0.0	0.000463282801769	0.0	0.0	0.0	False
provided	0.3763440860	0.0	0.0	0.0	0.000606744644678	0.0	0.0	0.0	False
delete	0.0000000000	0.123456790123	0.0	0.410114579616	0.000222338910998	1	0.0	0.0	False
present	0.0000000000	0.0	0.0	0.0	9.26565603538e-05	0.0	0.0	0.0	False
nature	0.0000000000	0.0	0.0	0.0	7.04723722321e-05	0.0	0.0	0.0	False
behavior	0.0000000000	0.0	0.0	0.0	0.000360645651035	0.0	0.0	0.0	False
thing	0.5555555556	0.0	0.0	0.0	1.2797347969e-05	0.0	0.0	0.0	False
code	0.3398058252	0.0987654320988	0.0	0.222222222222	0.000517183518564	1	0.0	0.0	False
interested	0.0000000000	0.0	0.0	0.0	0.000109591654539	0.0	0.0	0.0	False
permitted	0.0000000000	0.0	0.0	0.0	0.000210300460854	0.0	0.0	0.0	False
govern	0.0000000000	0.0	0.0	0.0	0.000444677821996	0.0	0.0	0.0	False
dictate	0.0000000000	0.0	0.0	0.0	0.000394194189423	0.0	0.0	0.0	False
doing	0.4142377672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
familiar	0.0000000000	0.0	0.0	0.0	0.000202248214893	0.0	0.0	0.0	False
nt	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
skip	0.0000000000	0.0	0.0	0.0	0.000420600921709	0.0	0.0	0.0	False
last	0.2348993289	0.0246913580247	0.0	0.0246913580247	0.0	1	0.0	0.0	False
first	0.4320987654	0.0493827160494	0.0	0.0740740740741	0.0	1	0.0	0.0	False
principle	0.0000000000	0.0123456790123	0.0	0.0	0.000110269755032	1	0.0	0.0	False
pushing	0.1650943396	0.444444444444	1	1.53182963006	0.0170716717618	2	0.0	0.0	True
popping	0.2345495160	0.135802469136	1	0.170836129315	0.00521098522066	1	0.0	0.0	True
toys	0.0000000000	0.0	0.0	0.0	0.000314995471352	0.0	0.0	0.0	False
trays	0.0000000000	0.0	0.0	0.0	0.000946785814989	0.0	0.0	0.0	False
mess	0.0000000000	0.0	0.0	0.0	0.000394194189423	0.0	0.0	0.0	False
put	0.4216867470	0.0	0.0	0.0	0.000138242651951	0.0	0.0	0.0	False
top	0.1878354204	0.283950617284	0.0	0.502617995117	0.00282073125296	1	0.0	0.0	False
supported	0.0000000000	0.037037037037	0.0	0.0587023148415	0.000240423279944	1	0.0	0.0	False
four	0.2571699455	0.0246913580247	0.0	0.0246913580247	0.0	1	0.0	0.0	False
key	0.0000000000	0.0	0.0	0.0	7.38833597949e-05	0.0	0.0	0.0	False
taking	0.3354632588	0.0	0.0	0.0	0.000211253858285	0.0	0.0	0.0	False
flag	0.0000000000	0.0	0.0	0.0	0.000629990942704	0.0	0.0	0.0	False
error	0.3763440860	0.0864197530864	0.0	0.138634810966	0.000748355451517	1	0.0	0.0	False
differs	0.3763440860	0.0	0.0	0.0	2.6915684565e-05	0.0	0.0	0.0	False
doesnt	0.0000000000	0.0	0.0	0.0	0.000251053996496	0.0	0.0	0.0	False
making	0.4430379747	0.0	0.0	0.0	2.78737226745e-05	0.0	0.0	0.0	False
sense	0.0000000000	0.0	0.0	0.0	3.34765910285e-05	0.0	0.0	0.0	False
size	0.1844937404	0.283950617284	1	0.390925107314	0.00306919079306	2	0.0	0.0	False
back	0.0000000000	0.0	0.0	0.0	6.5776168125e-05	0.0	0.0	0.0	False
complete	0.0000000000	0.0	0.0	0.0	7.92201968567e-05	0.0	0.0	0.0	False
translate	0.0000000000	0.0	0.0	0.0	0.00027392498794	0.0	0.0	0.0	False
declare	0.0000000000	0.037037037037	0.0	0.0587023148415	0.000262203485566	1	0.0	0.0	False
asscoaited	0.0000000000	0.0	0.0	0.0	0.000473392907494	0.0	0.0	0.0	False
done	0.3056768559	0.0246913580247	0.0	0.0246913580247	0.0	1	0.0	0.0	False
part	0.0000000000	0.0	0.0	0.0	3.43064871653e-05	0.0	0.0	0.0	False
slight	0.0000000000	0.0	0.0	0.0	0.000235796753281	0.0	0.0	0.0	False
names	0.2839756592	0.0740740740741	0.0	0.0957393518786	0.00027392498794	1	0.0	0.0	False
fact	0.0000000000	0.0	0.0	0.0	4.10129219005e-05	0.0	0.0	0.0	False
short	0.0000000000	0.0	0.0	0.0	0.000163972180677	0.0	0.0	0.0	False
ways	0.5354659249	0.0	0.0	0.0	9.26565603538e-05	0.0	0.0	0.0	False
meet	0.2631578947	0.0	0.0	0.0	0.00175737797547	0.0	0.0	0.0	False
program	0.2611940299	0.0864197530864	0.0	0.207952216449	0.000230671094576	1	0.0	0.0	False
written	0.0000000000	0.0	0.0	0.0	0.000138984840531	0.0	0.0	0.0	False
stick	0.0000000000	0.0	0.0	0.0	0.000251053996496	0.0	0.0	0.0	False
helps	0.4794520548	0.0	0.0	0.0	0.00013696249397	0.0	0.0	0.0	False
technique	0.0000000000	0.037037037037	0.0	0.0587023148415	0.00013696249397	1	0.0	0.0	False
lets	0.4764851485	0.222222222222	0.0	0.514805555734	0.000539898224013	1	0.0	0.0	False
built	0.0000000000	0.037037037037	0.0	0.0587023148415	0.000143140192927	1	0.0	0.0	False
stuff	0.0000000000	0.037037037037	0.0	0.0587023148415	0.000171855278425	2	0.0	0.0	False
question	0.5072463768	0.0	0.0	0.0	0.000264197920179	0.0	0.0	0.0	False
generic	0.0000000000	0.0	0.0	0.0	1.14354957218e-05	0.0	0.0	0.0	False
derived	0.0000000000	0.0	0.0	0.0	0.000230265198917	0.0	0.0	0.0	False
recall	0.4794520548	0.0	0.0	0.0	0.000739238152498	0.0	0.0	0.0	False
signal	0.0000000000	0.0	0.0	0.0	0.000235796753281	0.0	0.0	0.0	False
minute	0.0000000000	0.0	0.0	0.0	9.26565603538e-05	0.0	0.0	0.0	False
void	0.0000000000	0.333333333333	0.0	1.17404629683	0.000394194189423	1	0.0	0.0	False
executed	0.2348993289	0.0	0.0	0.0	0.00212360625637	0.0	0.0	0.0	False
mechanisms	0.0000000000	0.0	0.0	0.0	0.000143140192927	0.0	0.0	0.0	False
handle	0.0000000000	0.0246913580247	0.0	0.0246913580247	0.000469794105628	1	0.0	0.0	False
reach	0.5384615385	0.0	0.0	0.0	0.000528027251784	0.0	0.0	0.0	False
conditional	0.0000000000	0.0	0.0	0.0	7.04723722321e-05	0.0	0.0	0.0	False
throw	0.3049718093	0.728395061728	0.0	3.41338547309	0.00292153973323	1	0.0	0.0	False
thrown	0.3535353535	0.148148148148	0.0	0.486846759357	0.00188997282811	1	0.0	0.0	False
flow	0.2953586498	0.037037037037	0.0	0.039134876561	0.0006874211137	1	0.0	0.0	False
control	0.3271028037	0.0123456790123	0.0	0.0	0.000443235201328	1	0.0	0.0	False
moves	0.4191616766	0.0	0.0	0.0	0.000185313120708	0.0	0.0	0.0	False
current	0.0000000000	0.0864197530864	0.0	0.103976108224	0.000202248214893	1	0.0	0.0	False
point	0.3250773994	0.0123456790123	0.0	0.0	3.31750182774e-05	1	0.0	0.0	False
idea	0.0000000000	0.0	0.0	0.0	2.64067322856e-05	0.0	0.0	0.0	False
occurs	0.0000000000	0.0493827160494	0.0	0.0987654320988	0.000105605450357	1	0.0	0.0	False
delegate	0.0000000000	0.0246913580247	0.0	0.0246913580247	0.000946785814989	1	0.0	0.0	False
responsibility	0.0000000000	0.0123456790123	0.0	0.0	0.000360645651035	1	0.0	0.0	False
upwards	0.4191616766	0.0987654320988	0.0	0.222222222222	0.00189357162998	1	0.0	0.0	False
problem	0.4007633588	0.0246913580247	0.0	0.0123456790123	5.66899331662e-05	1	0.0	0.0	False
clear	0.5303030303	0.0	0.0	0.0	0.000281889488928	0.0	0.0	0.0	False
eat	0.0000000000	0.0	0.0	0.0	0.000473392907494	0.0	0.0	0.0	False
pizza	0.0000000000	0.0	0.0	0.0	0.000946785814989	0.0	0.0	0.0	False
stomachache	0.4191616766	0.0	0.0	0.0	0.00189357162998	0.0	0.0	0.0	False
dot	0.2631578947	0.0	0.0	0.0	0.000841481479803	0.0	0.0	0.0	False
ate	0.0000000000	0.0	0.0	0.0	0.000473392907494	0.0	0.0	0.0	False
eatpizza	0.0000000000	0.407407407407	0.0	1.86829411828	0.00142017872248	1	0.0	0.0	False
stimulate	0.0000000000	0.0	0.0	0.0	0.000394194189423	0.0	0.0	0.0	False
exist	0.0000000000	0.037037037037	0.0	0.0587023148415	0.0001936238255	1	0.0	0.0	False
statement	0.3301886792	0.0	0.0	0.0	0.00113437674894	0.0	0.0	0.0	False
bunch	0.0000000000	0.0	0.0	0.0	0.000235796753281	0.0	0.0	0.0	False
interrupt	0.0000000000	0.0	0.0	0.0	0.000394194189423	0.0	0.0	0.0	False
catch	0.2285921626	0.172839506173	0.0	0.658061344553	0.00626158636643	1	0.0	0.0	False
depends	0.0000000000	0.0	0.0	0.0	0.000100429773086	0.0	0.0	0.0	False
call	0.4097796143	0.0864197530864	0.0	0.103976108224	9.47706570933e-05	1	0.0	0.0	False
locals	0.0000000000	0.0	0.0	0.0	0.000149671090303	0.0	0.0	0.0	False
modification	0.0000000000	0.0	0.0	0.0	0.000189468473104	0.0	0.0	0.0	False
carried	0.0000000000	0.0	0.0	0.0	0.000156598035209	0.0	0.0	0.0	False
thought	0.0000000000	0.0	0.0	0.0	0.000156598035209	0.0	0.0	0.0	False
enclose	0.0000000000	0.0	0.0	0.0	0.000806001573525	0.0	0.0	0.0	False
bracket	0.0000000000	0.0	0.0	0.0	0.000515565835275	0.0	0.0	0.0	False
raised	0.1424211597	0.0	0.0	0.0	0.00080899285957	0.0	0.0	0.0	False
follow	0.4625550661	0.0	0.0	0.0	7.38833597949e-05	0.0	0.0	0.0	False
caught	0.0000000000	0.0	0.0	0.0	0.00118258256827	0.0	0.0	0.0	False
system	0.0000000000	0.135802469136	0.0	0.427090323289	0.00014776671959	1	0.0	0.0	False
explain	0.0000000000	0.0	0.0	0.0	0.000125526998248	0.0	0.0	0.0	False
happen	0.4794520548	0.0	0.0	0.0	0.00014373552555	0.0	0.0	0.0	False
simulate	0.0000000000	0.0	0.0	0.0	0.000420600921709	0.0	0.0	0.0	False
parent	0.0000000000	0.0	0.0	0.0	0.00053733438235	0.0	0.0	0.0	False
finally	0.4191616766	0.0740740740741	0.0	0.0957393518786	0.000207612098847	2	0.0	0.0	False
stop	0.3465346535	0.0	0.0	0.0	0.000423867313031	0.0	0.0	0.0	False
appearing	0.0000000000	0.0	0.0	0.0	0.000143140192927	0.0	0.0	0.0	False
console	0.0000000000	0.0	0.0	0.0	0.00142017872248	0.0	0.0	0.0	False
manner	0.0000000000	0.0	0.0	0.0	8.47734626062e-05	0.0	0.0	0.0	False
propagated	0.0000000000	0.037037037037	0.0	0.0587023148415	0.000806001573525	1	0.0	0.0	False
shown	0.0000000000	0.0	0.0	0.0	6.39414748555e-05	0.0	0.0	0.0	False
user	0.0000000000	0.037037037037	0.0	0.0587023148415	0.000115132599459	1	0.0	0.0	False
print	0.0000000000	0.0	0.0	0.0	0.000222338910998	0.0	0.0	0.0	False
initializing	0.5384615385	0.0987654320988	0.0	0.222222222222	0.000335801339638	1	0.0	0.0	False
assign	0.0000000000	0.0	0.0	0.0	8.86470402657e-05	0.0	0.0	0.0	False
hierarchyright	0.0000000000	0.0	0.0	0.0	0.000473392907494	0.0	0.0	0.0	False
signifies	0.0000000000	0.0	0.0	0.0	0.000944986414056	0.0	0.0	0.0	False
invoking	0.0000000000	0.0246913580247	0.0	0.0246913580247	0.000222338910998	1	0.0	0.0	False
side	0.0000000000	0.0	0.0	0.0	5.77637758987e-05	0.0	0.0	0.0	False
listening	0.0000000000	0.0	0.0	0.0	0.000289499178926	0.0	0.0	0.0	False
mention	0.0000000000	0.037037037037	0.0	0.0587023148415	0.000185313120708	1	0.0	0.0	False
printline	0.0000000000	0.0	0.0	0.0	0.000473392907494	0.0	0.0	0.0	False
threw	0.0000000000	0.0	0.0	0.0	0.000394194189423	0.0	0.0	0.0	False
turn	0.0000000000	0.0	0.0	0.0	7.38833597949e-05	0.0	0.0	0.0	False
gracefully	0.0000000000	0.0	0.0	0.0	0.000347865909246	0.0	0.0	0.0	False
exit	0.5303030303	0.148148148148	0.0	0.486846759357	0.0010746687647	1	0.0	0.0	False
slides	0.4402515723	0.0	0.0	0.0	0.000370626241415	0.0	0.0	0.0	False
wrote	0.0000000000	0.0	0.0	0.0	0.000120211639972	0.0	0.0	0.0	False
epizza	0.0000000000	0.0	0.0	0.0	0.000473392907494	0.0	0.0	0.0	False
proc	0.0000000000	0.0	0.0	0.0	0.000473392907494	0.0	0.0	0.0	False
stomach	0.0000000000	0.0	0.0	0.0	0.00118258256827	0.0	0.0	0.0	False
ache	0.0000000000	0.0	0.0	0.0	0.000946785814989	0.0	0.0	0.0	False
single	0.0000000000	0.0	0.0	0.0	6.08108790845e-05	0.0	0.0	0.0	False
string	0.0000000000	0.037037037037	0.0	0.0587023148415	0.000156598035209	1	0.0	0.0	False
super	0.0000000000	0.0	0.0	0.0	0.000695731818493	0.0	0.0	0.0	False
chain	0.0000000000	0.037037037037	0.0	0.0587023148415	0.000222338910998	1	0.0	0.0	False
extending	0.0000000000	0.037037037037	0.0	0.0587023148415	0.000156598035209	1	0.0	0.0	False
run	0.4007633588	0.0740740740741	0.0	0.0957393518786	0.000200859546171	1	0.0	0.0	False
pass	0.0000000000	0.0	0.0	0.0	0.000131101742783	0.0	0.0	0.0	False
book	0.0000000000	0.0	0.0	0.0	0.000105605450357	0.0	0.0	0.0	False
array	0.1535678547	0.716049382716	0.0	2.38658484987	0.00601951067034	2	0.0	0.0	False
maximum	0.5303030303	0.0987654320988	0.0	0.148148148148	0.000387247651	1	0.0	0.0	False
capital	0.0000000000	0.0	0.0	0.0	0.000199410358043	0.0	0.0	0.0	False
hold	0.0000000000	0.037037037037	0.0	0.039134876561	0.000202248214893	1	0.0	0.0	False
index	0.4625550661	0.0246913580247	0.0	0.0246913580247	0.000858841157561	1	0.0	0.0	False
location	0.2125175152	0.0	0.0	0.0	0.00137287085464	0.0	0.0	0.0	False
listed	0.0000000000	0.0	0.0	0.0	7.7399317138e-05	0.0	0.0	0.0	False
entire	0.0000000000	0.0	0.0	0.0	4.36396950066e-05	0.0	0.0	0.0	False
earlier	0.4625550661	0.0	0.0	0.0	0.000215603288324	0.0	0.0	0.0	False
default	0.0000000000	0.037037037037	0.0	0.039134876561	0.000502107992993	1	0.0	0.0	False
capacity	0.2953586498	0.222222222222	0.0	0.61776666688	0.00100421598599	1	0.0	0.0	False
thousand	0.0000000000	0.0	0.0	0.0	0.000360634919915	0.0	0.0	0.0	False
twenty	0.0000000000	0.0	0.0	0.0	0.000316816351071	0.0	0.0	0.0	False
constant	0.0000000000	0.0246913580247	0.0	0.0246913580247	0.000232197951414	1	0.0	0.0	False
minus	0.3420195440	0.0	0.0	0.0	0.000807348831015	0.0	0.0	0.0	False
inside	0.0000000000	0.0	0.0	0.0	8.86470402657e-05	0.0	0.0	0.0	False
equals	0.3250773994	0.037037037037	0.0	0.0587023148415	0.00023766059057	1	0.0	0.0	False
thirty	0.2892561983	0.0	0.0	0.0	0.000655508713915	0.0	0.0	0.0	False
easy	0.0000000000	0.0	0.0	0.0	9.68119127499e-05	0.0	0.0	0.0	False
full	0.2522017614	0.0987654320988	0.0	0.148148148148	0.000950449053212	1	0.0	0.0	False
increment	0.2505966587	0.0	0.0	0.0	0.00179605308364	0.0	0.0	0.0	False
check	0.0000000000	0.0	0.0	0.0	0.000154798634276	0.0	0.0	0.0	False
decrement	0.0000000000	0.0246913580247	0.0	0.0246913580247	0.000753161989489	1	0.0	0.0	False
null	0.0000000000	0.0246913580247	0.0	0.0246913580247	0.000210300460854	1	0.0	0.0	False
dereference	0.0000000000	0.0246913580247	0.0	0.0246913580247	0.000946785814989	1	0.0	0.0	False
necessarily	0.0000000000	0.0	0.0	0.0	0.000110269755032	0.0	0.0	0.0	False
deference	0.0000000000	0.0	0.0	0.0	0.000394194189423	0.0	0.0	0.0	False
rid	0.0000000000	0.0	0.0	0.0	0.000806001573525	0.0	0.0	0.0	False
lie	0.0000000000	0.0	0.0	0.0	0.000101124107446	0.0	0.0	0.0	False
memory	0.0000000000	0.0246913580247	0.0	0.0246913580247	0.000211210900714	1	0.0	0.0	False
clarify	0.0000000000	0.0	0.0	0.0	0.000289499178926	0.0	0.0	0.0	False
private	0.0000000000	0.246913580247	0.0	0.533571369739	0.000946785814989	1	0.0	0.0	False
member	0.0000000000	0.0	0.0	0.0	0.000268667191175	0.0	0.0	0.0	False
tth	0.0000000000	0.0	0.0	0.0	0.000473392907494	0.0	0.0	0.0	False
continue	0.0000000000	0.0246913580247	0.0	0.0246913580247	4.10129219005e-05	1	0.0	0.0	False
propositional	0.0000000000	0.0	0.0	0.0	0.000289499178926	0.0	0.0	0.0	False
order	0.4191616766	0.0987654320988	0.0	0.185185185185	3.77932887775e-05	1	0.0	0.0	False
upper	0.0000000000	0.0246913580247	0.0	0.0246913580247	0.000360645651035	1	0.0	0.0	False
bound	0.0000000000	0.0246913580247	0.0	0.0246913580247	0.000327944361355	1	0.0	0.0	False
creation	0.0000000000	0.0	0.0	0.0	0.000629990942704	0.0	0.0	0.0	False
hand	0.0000000000	0.0	0.0	0.0	5.19030247118e-05	0.0	0.0	0.0	False
allocate	0.0000000000	0.0	0.0	0.0	0.00053733438235	0.0	0.0	0.0	False
large	0.0000000000	0.0864197530864	0.0	0.138634810966	4.10129219005e-05	1	0.0	0.0	False
waste	0.0000000000	0.0246913580247	0.0	0.0246913580247	0.000251053996496	1	0.0	0.0	False
small	0.0000000000	0.0246913580247	0.0	0.0246913580247	4.82881841104e-05	1	0.0	0.0	False
artifact	0.0000000000	0.0	0.0	0.0	0.000473392907494	0.0	0.0	0.0	False
grow	0.0000000000	0.0	0.0	0.0	0.000469794105628	0.0	0.0	0.0	False
quickly	0.0000000000	0.0	0.0	0.0	0.000202248214893	0.0	0.0	0.0	False
stock	0.1486199575	0.0740740740741	0.0	0.191478703757	0.00695731818493	1	0.0	0.0	False
prices	0.1234342697	0.41975308642	0.0	1.19335548128	0.0128956568379	1	0.0	0.0	False
daily	0.0000000000	0.0	0.0	0.0	0.000268667191175	0.0	0.0	0.0	False
day	0.1200274348	0.58024691358	0.0	1.78295444622	0.0048405956375	1	0.0	0.0	False
span	0.2285921626	0.16049382716	0.0	0.411159968682	0.00521098522066	1	0.0	0.0	False
sub	0.0000000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
consecutives	0.0000000000	0.037037037037	0.0	0.0587023148415	0.000347865909246	1	0.0	0.0	False
inclusive	0.0000000000	0.0	0.0	0.0	0.000347865909246	0.0	0.0	0.0	False
counting	0.0000000000	0.0	0.0	0.0	0.000149671090303	0.0	0.0	0.0	False
compute	0.2853965901	0.16049382716	0.0	0.411159968682	0.000193745141465	1	0.0	0.0	False
moment	0.0000000000	0.0	0.0	0.0	0.000149671090303	0.0	0.0	0.0	False
find	0.0000000000	0.0123456790123	0.0	0.0	9.44832219437e-06	1	0.0	0.0	False
loop	0.1775589376	0.0	0.0	0.0	0.00204359787952	0.0	0.0	0.0	False
quantity	0.4216867470	0.0	0.0	0.0	0.000739238152498	0.0	0.0	0.0	False
repeat	0.0000000000	0.0	0.0	0.0	0.000202248214893	0.0	0.0	0.0	False
determine	0.0000000000	0.0617283950617	0.0	0.143328894746	0.000277969681061	1	0.0	0.0	False
enters	0.0000000000	0.0	0.0	0.0	0.000222338910998	0.0	0.0	0.0	False
squared	0.2925809822	0.0	0.0	0.0	0.00129643057021	0.0	0.0	0.0	False
repeatedly	0.0000000000	0.0	0.0	0.0	0.000199410358043	0.0	0.0	0.0	False
comparing	0.3398058252	0.0864197530864	0.0	0.173293513707	0.000648595922476	1	0.0	0.0	False
worst	0.3763440860	0.0	0.0	0.0	0.00111169455499	0.0	0.0	0.0	False
times	0.1799485861	0.0	0.0	0.0	0.0	0.0	0.0	0.0	False
varying	0.0000000000	0.0	0.0	0.0	0.000143140192927	0.0	0.0	0.0	False
summation	0.0000000000	0.0	0.0	0.0	0.000268667191175	0.0	0.0	0.0	False
total	0.2248394004	0.0987654320988	0.0	0.148148148148	0.00141036562648	2	0.0	0.0	False
big	0.0000000000	0.0	0.0	0.0	9.26565603538e-05	0.0	0.0	0.0	False
closet	0.0000000000	0.0	0.0	0.0	0.000788388378846	0.0	0.0	0.0	False
preceding	0.2953586498	0.037037037037	0.0	0.0587023148415	0.000889355643992	1	0.0	0.0	False
greater	0.0000000000	0.037037037037	0.0	0.0587023148415	0.000154798634276	1	0.0	0.0	False
closest	0.0000000000	0.037037037037	0.0	0.0587023148415	0.00053733438235	1	0.0	0.0	False
conventionally	0.0000000000	0.037037037037	0.0	0.0587023148415	0.000115132599459	1	0.0	0.0	False
easily	0.0000000000	0.037037037037	0.0	0.0587023148415	0.000105605450357	1	0.0	0.0	False
told	0.0000000000	0.0	0.0	0.0	0.000378936946207	0.0	0.0	0.0	False
definition	0.0000000000	0.0	0.0	0.0	6.08108790845e-05	0.0	0.0	0.0	False
tape	0.0000000000	0.0	0.0	0.0	0.000394194189423	0.0	0.0	0.0	False
larger	0.3017241379	0.0617283950617	0.0	0.0859973368477	0.000704723722321	1	0.0	0.0	False
store	0.0000000000	0.0617283950617	0.0	0.143328894746	0.000169546925212	1	0.0	0.0	False
indices	0.0000000000	0.0987654320988	0.0	0.185185185185	0.000121621758169	1	0.0	0.0	False
bottom	0.0000000000	0.0	0.0	0.0	0.000125526998248	0.0	0.0	0.0	False
bar	0.0000000000	0.0	0.0	0.0	0.000420600921709	0.0	0.0	0.0	False
drawn	0.0000000000	0.0	0.0	0.0	0.000156598035209	0.0	0.0	0.0	False
comparison	0.0000000000	0.0123456790123	0.0	0.0	0.00013696249397	1	0.0	0.0	False
lecture	0.0000000000	0.0123456790123	0.0	0.0	2.64067322856e-05	2	0.0	0.0	False
found	0.0000000000	0.0	0.0	0.0	9.26565603538e-05	0.0	0.0	0.0	False
great	0.0000000000	0.0	0.0	0.0	0.000105605450357	0.0	0.0	0.0	False
student	0.0000000000	0.0	0.0	0.0	0.000185313120708	0.0	0.0	0.0	False
begin	0.0000000000	0.0	0.0	0.0	0.000121621758169	0.0	0.0	0.0	False
hear	0.0000000000	0.0	0.0	0.0	0.000180322825518	0.0	0.0	0.0	False
iteration	0.0000000000	0.0	0.0	0.0	0.000149671090303	0.0	0.0	0.0	False
good	0.0000000000	0.0	0.0	0.0	3.59338813874e-05	0.0	0.0	0.0	False
elemnt	0.0000000000	0.0	0.0	0.0	0.000473392907494	0.0	0.0	0.0	False
length	0.0000000000	0.0	0.0	0.0	0.000120211639972	0.0	0.0	0.0	False
copy	0.2666965486	0.0617283950617	0.0	0.0573315578985	0.00254440853516	1	0.0	0.0	False
original	0.0000000000	0.0	0.0	0.0	7.38833597949e-05	0.0	0.0	0.0	False
rename	0.0000000000	0.0	0.0	0.0	0.000473392907494	0.0	0.0	0.0	False
increase	0.0000000000	0.0	0.0	0.0	8.86470402657e-05	0.0	0.0	0.0	False
regular	0.3211009174	0.0123456790123	0.0	0.0	0.00189468473104	1	0.0	0.0	False
counter	0.0000000000	0.0	0.0	0.0	0.000199410358043	0.0	0.0	0.0	False
chosen	0.0000000000	0.0	0.0	0.0	0.000149671090303	0.0	0.0	0.0	False
strategies	0.1878354204	0.222222222222	0.0	0.926650000321	0.00289040584298	2	0.0	0.0	False
adopt	0.0000000000	0.0	0.0	0.0	0.000314995471352	0.0	0.0	0.0	False
tight	0.5303030303	0.111111111111	0.0	0.352213889049	0.0010746687647	2	0.0	0.0	False
growth	0.3465346535	0.111111111111	0.0	0.234809259366	0.0011579967157	2	0.0	0.0	False
double	0.2953586498	0.0246913580247	0.0	0.0246913580247	0.000324107642553	1	0.0	0.0	False
space	0.0000000000	0.0	0.0	0.0	0.000201480803783	0.0	0.0	0.0	False
unit	0.1969981238	0.0246913580247	0.0	0.0246913580247	0.00112974298423	1	0.0	0.0	False
special	0.0000000000	0.0864197530864	0.0	0.173293513707	0.000232197951414	1	0.0	0.0	False
cost	0.1577366049	0.407407407407	0.0	2.05512353011	0.00404111943819	2	0.0	0.0	False
enlarge	0.0000000000	0.0	0.0	0.0	0.000394194189423	0.0	0.0	0.0	False
fill	0.0000000000	0.0	0.0	0.0	0.00013696249397	0.0	0.0	0.0	False
twelve	0.0000000000	0.0	0.0	0.0	0.000491916542032	0.0	0.0	0.0	False
phase	0.1167444963	0.271604938272	1	0.660656536094	0.00671667977937	2	0.0	0.0	False
curved	0.0000000000	0.0	0.0	0.0	0.000199410358043	0.0	0.0	0.0	False
pound	0.0000000000	0.0	0.0	0.0	0.000473392907494	0.0	0.0	0.0	False
multiplication	0.0000000000	0.0	0.0	0.0	7.04723722321e-05	0.0	0.0	0.0	False
multiply	0.0000000000	0.0	0.0	0.0	0.000105605450357	0.0	0.0	0.0	False
faces	0.0000000000	0.0	0.0	0.0	0.000469794105628	0.0	0.0	0.0	False
roughly	0.0000000000	0.0	0.0	0.0	0.000131101742783	0.0	0.0	0.0	False
approximately	0.0000000000	0.0	0.0	0.0	0.00034371055685	0.0	0.0	0.0	False
concerned	0.0000000000	0.0	0.0	0.0	8.86470402657e-05	0.0	0.0	0.0	False
slightly	0.0000000000	0.0	0.0	0.0	5.77637758987e-05	0.0	0.0	0.0	False
purposes	0.0000000000	0.0	0.0	0.0	6.08108790845e-05	0.0	0.0	0.0	False
analyze	0.0000000000	0.0	0.0	0.0	0.000149671090303	0.0	0.0	0.0	False
